clause_id,record_id,clause_text,evidence_start,evidence_end,is_policy_action,instrument_labels,direction,D1,D2,D3,D4,D5,D6,D7,annotator_id,annotation_status
CLAUSE_72752d167b9953219cffbffa,POL_ED59B31DB82FDA507AC8,停止执行90/70政策。,46,58,,,,,,,,,,,,unlabeled
CLAUSE_32423208302aa87b256d21bc,POL_ED59B31DB82FDA507AC8,"取消原对越城区行政区域“商品住房建设套型建筑面积90平方米以下住房(含经济适用住房)面积所占比重,必须达到开发建设总面积的70%以上”的规定,新出让的地块不再对套型(建筑面积)作具体规定。",58,152,,,,,,,,,,,,unlabeled
CLAUSE_00caa4e5c56d5f8cb315e362,POL_ED59B31DB82FDA507AC8,适当放宽新出让地块地价款支付期限。,152,169,,,,,,,,,,,,unlabeled
CLAUSE_b5fb6bf02e81ccf28c30d33a,REC_C64E2954B6CDE6C203E8,2014-12-11 00:00:00 | 未涉及 | / | http://www.gov.cn/xinwen/2014-12/11/content_2789754.htm,0,87,,,,,,,,,,,,unlabeled
CLAUSE_28507abd3acfee800c3b1e01,POL_5A4351292DB33EFB8CD8,加大城镇棚户区和城乡危房改造力度。,0,17,,,,,,,,,,,,unlabeled
CLAUSE_6786c8e045005e8aa05350c8,POL_5A4351292DB33EFB8CD8,"坚持分类指导,因地施策,落实地方政府主体责任,支持居民自住和改善性住房需求,促进房地产市场平稳健康发展。",17,69,,,,,,,,,,,,unlabeled
CLAUSE_fa27f2a34bd8ab52f198384a,POL_5A4351292DB33EFB8CD8,用改革的办法解决城镇化难点问题。,69,85,,,,,,,,,,,,unlabeled
CLAUSE_3c74b46558f754ce1ee73871,POL_5A4351292DB33EFB8CD8,"抓紧实施户籍制度改革,落实放宽户口迁移政策。",85,107,,,,,,,,,,,,unlabeled
CLAUSE_219d70981ed60be06c0f0313,POL_5A4351292DB33EFB8CD8,"对已在城镇就业和居住但尚未落户的外来人口,以居住证为载体提供相应基本公共服务,取消居住证收费。",107,154,,,,,,,,,,,,unlabeled
CLAUSE_86d043bcfb39fe7a64ecbed7,POL_5A4351292DB33EFB8CD8,"建立财政转移支付与市民化挂钩机制,合理分担农民工市民化成本。",154,184,,,,,,,,,,,,unlabeled
CLAUSE_f2a5533a02c95559626b06f6,POL_A2967E04EEC05BB3B6CB,"对拥有1套住房且相应购房贷款未结清的居民家庭,为改善居住条件再次申请商业性个人住房贷款购买普通自住房,最低首付款比例调整为不低于40%.",0,68,,,,,,,,,,,,unlabeled
CLAUSE_72624f02cf8c27a107d08a0a,POL_B4F287300E5CB5BAF205,"一、个人将购买不足2年的住房对外销售的,全额征收营业税;",0,28,,,,,,,,,,,,unlabeled
CLAUSE_b4336484e56bede5025f643e,POL_B4F287300E5CB5BAF205,"个人将购买2年以上(含2年)的非普通住房对外销售的,按照其销售收入减去购买房屋的价款后的差额征收营业税;",28,80,,,,,,,,,,,,unlabeled
CLAUSE_4021d331119f35fd92059592,POL_B4F287300E5CB5BAF205,"个人将购买2年以上(含2年)的普通住房对外销售的,免征营业税。",80,111,,,,,,,,,,,,unlabeled
CLAUSE_726978eefea3533e55d46121,POL_B4F287300E5CB5BAF205,"二、上述普通住房和非普通住房的标准、办理免税的具体程序、购买房屋的时间、开具发票、差额征税扣除凭证、非购买形式取得住房行为及其他相关税收管理规定,按照《国务院办公厅转发建设部等部门关于做好稳定住房价格工作意见的通知》(国办发〔2005〕26号)、《国家税务总局、财政部、建设部关于加强房地产税收管理的通知》(国税发〔2005〕89号)和《国家税务总局关于房地产税收政策执行中几个具体问题的通知》(国税发〔2005〕172号)的有关规定执行。",111,331,,,,,,,,,,,,unlabeled
CLAUSE_4f5f4f75bc0a04bcbd0b69e8,POL_B4F287300E5CB5BAF205,"三、本通知自2015年3月31日起执行,《财政部、国家税务总局关于调整个人住房转让营业税政策的通知》(财税〔2011〕12号)同时废止。",331,399,,,,,,,,,,,,unlabeled
CLAUSE_b2e82d44d75c68c3b737fafd,REC_DE4C059C97C1076041E9,"2015-03-30 00:00:00 | 央行、住建部、银监会 | 关于个人住房贷款政策有关问题的通知 | 为进一步完善个人住房信贷政策,支持居民自住和改善性住房需求,促进房地产市场平稳健康发展,经国务院批准,现就有关事项通知如下:",0,117,,,,,,,,,,,,unlabeled
CLAUSE_d77df176d39ac6bdfb3f69b9,REC_DE4C059C97C1076041E9,"一、继续做好住房金融服务工作,满足居民家庭改善性住房需求。",117,146,,,,,,,,,,,,unlabeled
CLAUSE_0fb4692774fde2ff5aaab108,REC_DE4C059C97C1076041E9,"鼓励银行业金融机构继续发放商业性个人住房贷款与住房公积金委托贷款的组合贷款,支持居民家庭购买普通自住房。",146,198,,,,,,,,,,,,unlabeled
CLAUSE_d2ef07ce9bfafdfbf7df979c,REC_DE4C059C97C1076041E9,"对拥有1套住房且相应购房贷款未结清的居民家庭,为改善居住条件再次申请商业性个人住房贷款购买普通自住房,最低首付款比例调整为不低于40%,具体首付款比例和利率水平由银行业金融机构根据借款人的信用状况和还款能力等合理确定。",198,307,,,,,,,,,,,,unlabeled
CLAUSE_945d1b0f137d977ca040cbfe,REC_DE4C059C97C1076041E9,二、进一步发挥住房公积金对合理住房消费的支持作用。,307,332,,,,,,,,,,,,unlabeled
CLAUSE_757e517be5cb18d7c0ecbc72,REC_DE4C059C97C1076041E9,"缴存职工家庭使用住房公积金委托贷款购买首套普通自住房,最低首付款比例为20%;",332,371,,,,,,,,,,,,unlabeled
CLAUSE_1a7cf6fce17780f3d2764b99,REC_DE4C059C97C1076041E9,"对拥有1套住房并已结清相应购房贷款的缴存职工家庭,为改善居住条件再次申请住房公积金委托贷款购买普通自住房,最低首付款比例为30%。",371,436,,,,,,,,,,,,unlabeled
CLAUSE_8fb61445fea6d45d8351e661,REC_DE4C059C97C1076041E9,"三、加强政策指导,做好贯彻落实、监督和政策评估工作。",436,462,,,,,,,,,,,,unlabeled
CLAUSE_93b91c02f5dd087a773909d0,REC_DE4C059C97C1076041E9,"人民银行、银监会各级派出机构要按照“因地施策,分类指导”的原则,做好与地方政府的沟通工作,加强对银行业金融机构执行差别化住房信贷政策情况的监督;",462,534,,,,,,,,,,,,unlabeled
CLAUSE_5dcd7fce21ed3c0f6a03a248,REC_DE4C059C97C1076041E9,"在国家统一信贷政策基础上,指导银行业金融机构合理确定辖内商业性个人住房贷款最低首付款比例和利率水平;",534,584,,,,,,,,,,,,unlabeled
CLAUSE_7c8c3bd2e618749265e3734c,REC_DE4C059C97C1076041E9,"密切跟踪和评估住房信贷政策的执行情况和实施效果,有效防范风险,促进当地房地产市场平稳健康发展。",584,631,,,,,,,,,,,,unlabeled
CLAUSE_0317cbc0a730a57931575da5,REC_DE4C059C97C1076041E9,"请人民银行各分行、营业管理部、省会(首府)城市中心支行、副省级城市中心支行,各省(自治区、直辖市)银监局将本通知转发至辖区内城市商业银行、农村商业银行、农村合作银行、城乡信用社、外资银行、村镇银行。",631,730,,,,,,,,,,,,unlabeled
CLAUSE_f2f2d5f20509f1a8a0d97270,REC_DE4C059C97C1076041E9,| http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2811338/index.html,731,802,,,,,,,,,,,,unlabeled
CLAUSE_0d1e4dd03cfbcb1b2ba072ef,POL_44A4D62B1BFD4B4C0EB9,"对申请商业性个人住房贷款购买首套普通自住房的家庭,贷款最低首付比例为30%,对拥有1套住房且相应购房贷款未结清的居民家庭,为改善居住条件再次申请商业性个人住房贷款购房的,最低首付比例不低于40%。",0,98,,,,,,,,,,,,unlabeled
CLAUSE_49573d25608732486a7be654,POL_44A4D62B1BFD4B4C0EB9,"鼓励省内各金融机构对居民首套房贷款给予适当利率优惠,对于信用状况和还款能力较好的优质客户贷款利率不高于基准利率;",98,154,,,,,,,,,,,,unlabeled
CLAUSE_c3f9bb4e6801a5fa61e5e80d,POL_44A4D62B1BFD4B4C0EB9,鼓励银行业金融机构发放商业性个人住房贷款与住房公积金委托贷款的组合贷款。,154,190,,,,,,,,,,,,unlabeled
CLAUSE_408b78bda5de96b52e41ff9c,POL_44A4D62B1BFD4B4C0EB9,"个人将购买不足2年的住房对外销售的,全额征收营业税;",190,216,,,,,,,,,,,,unlabeled
CLAUSE_621645a59a36d8dc310ceaf7,POL_44A4D62B1BFD4B4C0EB9,"个人将购买2年以上的非普通住房对外销售的,按照其销售收入减去购买房屋的价款后的差额征收营业税;",216,263,,,,,,,,,,,,unlabeled
CLAUSE_6f645bba73f81f291e8a8a18,POL_44A4D62B1BFD4B4C0EB9,"个人将购买2年以上的普通住房对外销售的,免征营业税。",263,289,,,,,,,,,,,,unlabeled
CLAUSE_6ad6ffa46f4a795168ecf022,POL_86CD116B3ACD480735F6,"为合理引导住房消费,有效发挥税收调节作用,结合我市房地产市场实际情况,经市人民政府同意,现就调整武汉市普通住房标准通知如下:全市各行政区普通住房应同时满足以下条件:住宅小区建筑容积率在1.0(含1.0)以上;",0,104,,,,,,,,,,,,unlabeled
CLAUSE_dbb5cd2ac417d2055e0fbe67,POL_86CD116B3ACD480735F6,单套建筑面积在144平方米(含144平方米)以下。,104,129,,,,,,,,,,,,unlabeled
CLAUSE_975ae13244dde9955b47d660,POL_C8585F545ADCA0310B4B,"“符合现行政策有关规定且符合以下条件之一的家庭,限购1套通州区商品住房:(一)没拥有住房的本市户籍居民家庭。",0,54,,,,,,,,,,,,unlabeled
CLAUSE_f4bbc5caa9f402e23c69b90f,POL_C8585F545ADCA0310B4B,(二)已拥有1套住房、户籍属于通州区且落户3年(含)以上的本市户籍居民家庭。,54,92,,,,,,,,,,,,unlabeled
CLAUSE_5ff903d6ab2b25e564f98c3b,POL_C8585F545ADCA0310B4B,(三)已拥有1套住房、近3年在通州区连续缴纳社会保险或个人所得税的本市户籍居民家庭。,92,134,,,,,,,,,,,,unlabeled
CLAUSE_b710ffc9286b962907483fd6,POL_C8585F545ADCA0310B4B,(四)在本市没拥有住房且近3年在通州区连续缴纳社会保险或个人所得税的非本市户籍居民家庭。,134,178,,,,,,,,,,,,unlabeled
CLAUSE_feaed5ccb6eb4b6a74332c19,POL_C8585F545ADCA0310B4B,”,178,179,,,,,,,,,,,,unlabeled
CLAUSE_6682d67b829f131d9f7d5c73,POL_0D8F5396A0E53B290D5B,"对购房人偿清购房贷款,再次申请贷款购房的,按首套房贷款政策执行;",0,32,,,,,,,,,,,,unlabeled
CLAUSE_a3d997c361d4714c796f6cd4,POL_0D8F5396A0E53B290D5B,"金融机构在贷款首付比例和利率方面,按照政策规定的低限执行。",32,61,,,,,,,,,,,,unlabeled
CLAUSE_059d4a604a85f05636a3a035,POL_0D8F5396A0E53B290D5B,"上调住房公积金贷款额度为单职工40万元,双职工80万元;",61,89,,,,,,,,,,,,unlabeled
CLAUSE_ca2a536915677954c82310be,POL_0D8F5396A0E53B290D5B,"对与住房公积金管理中心开展按揭合作的开发企业,保证金比例一律调整为5%。",89,125,,,,,,,,,,,,unlabeled
CLAUSE_dbaee393f6322742a36ed7b6,POL_0D8F5396A0E53B290D5B,加大城市棚户区改造货币化安置力度.,125,142,,,,,,,,,,,,unlabeled
CLAUSE_53a31e8462a75bd5303b6d06,REC_E589D672ED6235942A92,"2015-12-21 00:00:00 | 第三,化解房地产库存。",0,33,,,,,,,,,,,,unlabeled
CLAUSE_20f1e6ccb5dd12d054284aa6,REC_E589D672ED6235942A92,"要按照加快提高户籍人口城镇化率和深化住房制度改革的要求,通过加快农民工市民化,扩大有效需求,打通供需通道,消化库存,稳定房地产市场。",33,99,,,,,,,,,,,,unlabeled
CLAUSE_1b871737b312573249d5c1aa,REC_E589D672ED6235942A92,"要落实户籍制度改革方案,允许农业转移人口等非户籍人口在就业地落户,使他们形成在就业地买房或长期租房的预期和需求。",99,155,,,,,,,,,,,,unlabeled
CLAUSE_7ddbc243a6fecdc129500866,REC_E589D672ED6235942A92,"要明确深化住房制度改革方向,以满足新市民住房需求为主要出发点,以建立购租并举的住房制度为主要方向,把公租房扩大到非户籍人口。",155,217,,,,,,,,,,,,unlabeled
CLAUSE_24194433efbf97c999df9a93,REC_E589D672ED6235942A92,"要发展住房租赁市场,鼓励自然人和各类机构投资者购买库存商品房,成为租赁市场的房源提供者,鼓励发展以住房租赁为主营业务的专业化企业。",217,282,,,,,,,,,,,,unlabeled
CLAUSE_94dd7ec2bf97b8167d29b8c5,REC_E589D672ED6235942A92,"要鼓励房地产开发企业顺应市场规律调整营销策略,适当降低商品住房价格,促进房地产业兼并重组,提高产业集中度。",282,335,,,,,,,,,,,,unlabeled
CLAUSE_4dcadc87af0e6bbc1ec21175,REC_E589D672ED6235942A92,要取消过时的限制性措施。,335,347,,,,,,,,,,,,unlabeled
CLAUSE_65b7ab52b73ff7d94e793eb6,REC_E589D672ED6235942A92,| 重点工作第3项“化解房地产库存” | http://www.gov.cn/xinwen/2015-12/21/content_5026332.htm,348,424,,,,,,,,,,,,unlabeled
CLAUSE_e05c0fa39b1a75782282c89f,POL_81452E3560B027071221,"一、在不实施“限购”措施的城市,居民家庭首次购买普通住房的商业性个人住房贷款,原则上最低首付款比例为25%,各地可向下浮动5个百分点;",0,67,,,,,,,,,,,,unlabeled
CLAUSE_b26305dbb4002a5ae16983a8,POL_81452E3560B027071221,"对拥有1套住房且相应购房贷款未结清的居民家庭,为改善居住条件再次申请商业性个人住房贷款购买普通住房,最低首付款比例调整为不低于30%。",67,134,,,,,,,,,,,,unlabeled
CLAUSE_5e2442e037d523b3a80b318a,POL_81452E3560B027071221,"对于实施“限购”措施的城市,个人住房贷款政策按原规定执行。",134,163,,,,,,,,,,,,unlabeled
CLAUSE_dc7267f91a9a8d7048f97c70,REC_52A1B856534A6D3B92F9,"2016-02-01 00:00:00 | 央行、银监会 | 关于调整个人住房贷款政策有关问题的通知 | 中国人民银行上海总部,各分行、营业管理部、省会(首府)城市中心支行、副省级城市中心支行;",0,97,,,,,,,,,,,,unlabeled
CLAUSE_16f525b1d309d0ae868478f8,REC_52A1B856534A6D3B92F9,各省(自治区、直辖市)银监局;,97,112,,,,,,,,,,,,unlabeled
CLAUSE_756a381302907ebc331b3122,REC_52A1B856534A6D3B92F9,"各国有商业银行、股份制商业银行,中国邮政储蓄银行:",112,137,,,,,,,,,,,,unlabeled
CLAUSE_25898787f312feca1cb06bd2,REC_52A1B856534A6D3B92F9,"为进一步支持合理住房消费,促进房地产市场平稳健康发展,按照国务院有关部署,现就个人住房贷款政策有关事项通知如下:",138,194,,,,,,,,,,,,unlabeled
CLAUSE_d602f20b0924c578cbb15f18,REC_52A1B856534A6D3B92F9,"一、在不实施“限购”措施的城市,居民家庭首次购买普通住房的商业性个人住房贷款,原则上最低首付款比例为25%,各地可向下浮动5个百分点;",195,262,,,,,,,,,,,,unlabeled
CLAUSE_81056a106e8d72517cb8377c,REC_52A1B856534A6D3B92F9,"对拥有1套住房且相应购房贷款未结清的居民家庭,为改善居住条件再次申请商业性个人住房贷款购买普通住房,最低首付款比例调整为不低于30%。",262,329,,,,,,,,,,,,unlabeled
CLAUSE_b174b417b162d6e5816f8bfa,REC_52A1B856534A6D3B92F9,"对于实施“限购”措施的城市,个人住房贷款政策按原规定执行。",330,359,,,,,,,,,,,,unlabeled
CLAUSE_1d79718e2be650752e4746e5,REC_52A1B856534A6D3B92F9,"二、在此基础上,人民银行、银监会各派出机构应按照“分类指导,因地施策”的原则,加强与地方政府的沟通,指导各省级市场利率定价自律机制结合当地不同城市实际情况自主确定辖区内商业性个人住房贷款的最低首付款比例。",360,462,,,,,,,,,,,,unlabeled
CLAUSE_e99929dad31d2b58177f4bfb,REC_52A1B856534A6D3B92F9,"三、银行业金融机构应结合各省级市场利率定价自律机制确定的最低首付款比例要求以及本机构商业性个人住房贷款投放政策、风险防控等因素,并根据借款人的信用状况、还款能力等合理确定具体首付款比例和利率水平。",463,561,,,,,,,,,,,,unlabeled
CLAUSE_b665ac482be116d31b6ae53e,REC_52A1B856534A6D3B92F9,四、加强住房金融宏观审慎管理。,562,577,,,,,,,,,,,,unlabeled
CLAUSE_9751704a7821b2c10110594d,REC_52A1B856534A6D3B92F9,人民银行、银监会各派出机构应强化对房地产贷款资产质量、区域集中度、机构稳健性的监测、分析和评估;,577,625,,,,,,,,,,,,unlabeled
CLAUSE_5bd2be5d66f5c490b7c02977,REC_52A1B856534A6D3B92F9,"督促各省级市场利率定价自律机制根据房地产形势变化及地方政府调控要求,及时对辖区内商业性个人住房贷款最低首付款比例进行自律调整,促进银行业金融机构住房金融业务稳健运行和当地房地产市场平稳健康发展。",625,722,,,,,,,,,,,,unlabeled
CLAUSE_61d702c47a3fa7f2329058b5,REC_52A1B856534A6D3B92F9,"请人民银行上海总部、各分行、营业管理部、省会(首府)城市中心支行、副省级城市中心支行,各省(自治区、直辖市)银监局将本通知联合转发至辖区内城市商业银行、农村商业银行、农村合作银行、城乡信用社、外资银行、村镇银行。",723,829,,,,,,,,,,,,unlabeled
CLAUSE_3831c4ca2bbda62c10f7db9b,REC_52A1B856534A6D3B92F9,| http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3014377/index.html,830,901,,,,,,,,,,,,unlabeled
CLAUSE_71c0bfb964509b6777ee39f7,POL_C51DF55043F1F740F7A6,深入推进新型城镇化。,0,10,,,,,,,,,,,,unlabeled
CLAUSE_7aa33a297926aead5bf50125,POL_C51DF55043F1F740F7A6,"城镇化是现代化的必由之路,是我国最大的内需潜力和发展动能所在。",10,41,,,,,,,,,,,,unlabeled
CLAUSE_c6c9f8d340c72c1ea588d76e,POL_C51DF55043F1F740F7A6,今年重点抓好三项工作。,41,52,,,,,,,,,,,,unlabeled
CLAUSE_51b6093e1e4f33fde8c39b5a,POL_C51DF55043F1F740F7A6,一是加快农业转移人口市民化。,52,66,,,,,,,,,,,,unlabeled
CLAUSE_c2bc89509f275046140e7868,POL_C51DF55043F1F740F7A6,"深化户籍制度改革,放宽城镇落户条件,建立健全“人地钱”挂钩政策。",66,98,,,,,,,,,,,,unlabeled
CLAUSE_fc0658bf9790ea743c8efa50,POL_C51DF55043F1F740F7A6,二是推进城镇保障性安居工程建设和房地产市场健康发展。,98,124,,,,,,,,,,,,unlabeled
CLAUSE_dca3534886dc7ff09baead98,POL_C51DF55043F1F740F7A6,"今年棚户区住房改造600万套,提高棚改货币化安置比例。",124,151,,,,,,,,,,,,unlabeled
CLAUSE_15b6d30529b1780de2662a4f,POL_C51DF55043F1F740F7A6,"完善支持居民住房合理消费的税收、信贷政策,适应住房刚性需求和改善性需求,因城施策化解房地产库存,促进房地产市场平稳运行。",151,211,,,,,,,,,,,,unlabeled
CLAUSE_7174c0cf11096073b61fd554,POL_C51DF55043F1F740F7A6,"建立租购并举的住房制度,把符合条件的外来人口逐步纳入公租房供应范围。",211,245,,,,,,,,,,,,unlabeled
CLAUSE_dbc1be519f5407b4269ba920,POL_93D32D8373966310657F,一、加强土地供应管理。,0,11,,,,,,,,,,,,unlabeled
CLAUSE_aaac6a01b5de07bd5efc6dc3,POL_93D32D8373966310657F,二、完善商品房预售管理。,11,23,,,,,,,,,,,,unlabeled
CLAUSE_907d3e434c8360d53ed374b7,POL_93D32D8373966310657F,三、强化商品房价格管理。,23,35,,,,,,,,,,,,unlabeled
CLAUSE_f5ab2b506402508b9a94419c,POL_93D32D8373966310657F,四、建立市场平准房源机制。,35,48,,,,,,,,,,,,unlabeled
CLAUSE_404cd904aef5ab753cb446ab,POL_93D32D8373966310657F,五、加强房地产税收监管。,48,60,,,,,,,,,,,,unlabeled
CLAUSE_b110af808bb9b41490cd4eb0,POL_93D32D8373966310657F,六、全面清查金融违法行为。,60,73,,,,,,,,,,,,unlabeled
CLAUSE_b647dfd3c2aaf776c8065cdc,POL_93D32D8373966310657F,七、加大市场执法检查力度。,73,86,,,,,,,,,,,,unlabeled
CLAUSE_b2b49bebc0db6b6deb10b6f6,POL_93D32D8373966310657F,八、提高市场动态监管水平。,86,99,,,,,,,,,,,,unlabeled
CLAUSE_d9113a3f97360a11296dfd0f,POL_93D32D8373966310657F,九、加强社会舆论引导。,99,110,,,,,,,,,,,,unlabeled
CLAUSE_d6641e60724592636a3802a6,POL_93D32D8373966310657F,十、加强部门协调联动。,110,121,,,,,,,,,,,,unlabeled
CLAUSE_b8606a1a8d51fb9918c87555,POL_45FF49B64002F7626743,"经国务院批准,自2016年5月1日起,在全国范围内全面推开营业税改征增值税(以下称营改增)试点,建筑业、房地产业、金融业、生活服务业等全部营业税纳税人,纳入试点范围,由缴纳营业税改为缴纳增值税。",0,97,,,,,,,,,,,,unlabeled
CLAUSE_7901b6f72e70eee3251aec7a,POL_45FF49B64002F7626743,"现将《营业税改征增值税试点实施办法》、《营业税改征增值税试点有关事项的规定》、《营业税改征增值税试点过渡政策的规定》和《跨境应税行为适用增值税零税率和免税政策的规定》印发你们,请遵照执行。",97,191,,,,,,,,,,,,unlabeled
CLAUSE_d67254340adff3de4ff4ff0d,POL_3AD2A081162242E8ACB1,三、从严执行住房限购政策。,0,13,,,,,,,,,,,,unlabeled
CLAUSE_a93b15648d0f393f169d8ea4,POL_3AD2A081162242E8ACB1,"提高非本市户籍居民家庭购房缴纳个人所得税或社会保险的年限,将自购房之日起计算的前3年内在本市累计缴纳2年以上,调整为自购房之日前连续缴纳满5年及以上。",13,88,,,,,,,,,,,,unlabeled
CLAUSE_8c184248ba4068e64b325573,POL_3AD2A081162242E8ACB1,"企业购买的商品住房再次上市交易,需满3年及以上,若其交易对象为个人,按照本市限购政策执行。",88,133,,,,,,,,,,,,unlabeled
CLAUSE_b17d5831af88423314687614,POL_3AD2A081162242E8ACB1,四、实行差别化住房信贷政策,133,146,,,,,,,,,,,,unlabeled
CLAUSE_772e8f1d02febb395f0d95de,POL_3AD2A081162242E8ACB1,"对拥有1套住房的居民家庭,为改善居住条件再次申请商业性个人住房贷款购买普通自住房的,首付款比例不低于50%;",146,200,,,,,,,,,,,,unlabeled
CLAUSE_94618515685f57c47367d096,POL_3AD2A081162242E8ACB1,"对拥有1套住房的居民家庭,为改善居住条件再次申请商业性个人住房贷款购买非普通自住房的,首付款比例不低于70%。",200,255,,,,,,,,,,,,unlabeled
CLAUSE_bfd947f95b709ad4b2b963fe,POL_3AD2A081162242E8ACB1,"商业银行应加强对购房人首付款的核查,购房人在申请贷款时,应承诺首付款为自有资金,如违反承诺,则作为失信行为信息纳入本市公共信用信息服务平台。",255,325,,,,,,,,,,,,unlabeled
CLAUSE_e5e5b65d65b68cccd34cfc91,POL_DFE553CCF01810416830,一、多渠道增加住房供应。,0,12,,,,,,,,,,,,unlabeled
CLAUSE_4f3ff09cc967177f06570245,POL_DFE553CCF01810416830,二、完善住房保障体系。,12,23,,,,,,,,,,,,unlabeled
CLAUSE_9747eb21fc97710a7a14e567,POL_DFE553CCF01810416830,"加大保障性安居工程建设力度,“十三五”期间全市筹集建设40万套、有效供应35万套人才安居和保障性住房。",23,74,,,,,,,,,,,,unlabeled
CLAUSE_c95670829ad6c98279312963,POL_DFE553CCF01810416830,三、实行差别化住房信贷政策。,74,88,,,,,,,,,,,,unlabeled
CLAUSE_14d44157112fcb29149d9719,POL_DFE553CCF01810416830,"对购房人家庭名下在本市无房且近2年内无住房贷款记录的,贷款首付比例仍继续执行最低3成;",88,131,,,,,,,,,,,,unlabeled
CLAUSE_c2a438ea69eafda8f616a9a5,POL_DFE553CCF01810416830,"对购房人家庭名下在本市无房但近2年内有住房贷款记录的或在本市已有一套住房但已结清相应住房贷款的,贷款首付比例执行最低4成。",131,192,,,,,,,,,,,,unlabeled
CLAUSE_22aebe4fb72524b21ebc0251,POL_DFE553CCF01810416830,四、完善购房政策。,192,201,,,,,,,,,,,,unlabeled
CLAUSE_b6ab9f2808d33c6141837e14,POL_DFE553CCF01810416830,本市户籍居民家庭(含部分家庭成员为本市户籍居民的家庭)限购2套住房;,201,235,,,,,,,,,,,,unlabeled
CLAUSE_6b8a0a5aaaa6dafb63b39fe5,POL_DFE553CCF01810416830,"能提供自购房之日起计算的前3年及以上在本市连续缴纳个人所得税或社会保险证明的非本市户籍居民家庭,限购1套住房。",235,290,,,,,,,,,,,,unlabeled
CLAUSE_f2bf554bdd439b0a4c53d7b7,POL_DFE553CCF01810416830,"对境外机构和个人购房,严格按照有关政策执行。",290,312,,,,,,,,,,,,unlabeled
CLAUSE_d7c28491dea3e5aff4df1c25,POL_DFE553CCF01810416830,五、规范房地产市场秩序。,312,324,,,,,,,,,,,,unlabeled
CLAUSE_bbb5c8861453d95a4e02b346,POL_DFE553CCF01810416830,六、加强房地产金融风险防控。,324,338,,,,,,,,,,,,unlabeled
CLAUSE_306f24b411ce7930e44ca0f8,POL_2989DE52BC75C731D86A,促进住房信贷政策落实。,0,11,,,,,,,,,,,,unlabeled
CLAUSE_489fb239ad8ff1ec45a1b4e5,POL_2989DE52BC75C731D86A,"金融机构要认真落实各项房地产信贷政策,提高审批效率,满足居民合理的住房按揭贷款需求。",11,53,,,,,,,,,,,,unlabeled
CLAUSE_f25c158ca475150b37077e6e,POL_2989DE52BC75C731D86A,"居民家庭首次购买普通住房的商业性个人住房贷款,最低首付款比例为20%。",53,88,,,,,,,,,,,,unlabeled
CLAUSE_56cd0d3effbf59b83a6f3f32,POL_2989DE52BC75C731D86A,"对拥有1套住房且相应购房贷款未结清的居民家庭,为改善居住条件再次申请商业性个人住房贷款购买普通住房,最低首付款比例为30%。",88,150,,,,,,,,,,,,unlabeled
CLAUSE_6fb87337dd3fcfec53750fcb,POL_328A663FC6C57C18BFF2,"一、关于通州区商务型公寓(一)出售对象为居民家庭的,必须符合以下条件之一:1.没拥有住房的本市户籍居民家庭(含驻京部队现役军人和现役武警家庭、持有有效《北京市工作居住证》的家庭,下同)或单身人士。",0,98,,,,,,,,,,,,unlabeled
CLAUSE_dd3daadffb99438d66b7cfb7,POL_328A663FC6C57C18BFF2,2.已拥有1套住房的本市户籍居民家庭。,98,117,,,,,,,,,,,,unlabeled
CLAUSE_8ae5dfa1ecdec369743e278b,POL_328A663FC6C57C18BFF2,3.在本市没拥有住房且在本市连续缴纳社会保险或个人所得税5年(含)以上的非本市户籍居民家庭。,117,163,,,,,,,,,,,,unlabeled
CLAUSE_3b6a4fba076448cc1dae8c58,POL_328A663FC6C57C18BFF2,(二)暂停向以下家庭出售通州区商务型公寓1.已拥有1套及以上住房的本市户籍单身人士及非本市户籍居民家庭。,163,215,,,,,,,,,,,,unlabeled
CLAUSE_48ee58b9a17164b723364139,POL_328A663FC6C57C18BFF2,2.已拥有2套及以上住房的本市户籍居民家庭。,215,237,,,,,,,,,,,,unlabeled
CLAUSE_c01d7543a3ca51981a729e02,POL_328A663FC6C57C18BFF2,3.无法提供在本市连续5年以上缴纳社会保险和个人所得税缴纳证明的非本市户籍居民家庭。,237,279,,,,,,,,,,,,unlabeled
CLAUSE_b9ff4ec2754a53bd3da72513,POL_328A663FC6C57C18BFF2,"(三)居民家庭购买的通州区商务型公寓,核验购房资格时计入该家庭的住房套数二、关于通州区商业、办公项目。",279,330,,,,,,,,,,,,unlabeled
CLAUSE_3a81450fbe7158842fbb8e79,POL_328A663FC6C57C18BFF2,"新建商业、办公项目应当按照规划用途销售,只能出售给企事业单位或社会组织,且上述单位购买后再出售时,仍须出售给企事业单位或社会组织。",330,395,,,,,,,,,,,,unlabeled
CLAUSE_7744b2148bce8d1ad9eed2b6,POL_9F41C423A5CB0146B673,三、落实个人购房商贷政策。,0,13,,,,,,,,,,,,unlabeled
CLAUSE_6c8169bdc35dfa2636104c53,POL_9F41C423A5CB0146B673,"居民家庭首次购买普通住房的商业性个人住房贷款,最低首付款比例为20%;",13,48,,,,,,,,,,,,unlabeled
